"","MouseID","ARC_N","BRAF_N","DYRK1A_N","ITSN1_N","pERK_N","pNUMB_N","S6_N","SOD1_N","Genotype","Treatment","Behavior","class"
"186","3413",0.128955181,0.164164384,0.197589041,0.350794521,0.298082192,0.280986301,0.338715517,0.648767123,"Control","Memantine","S/C","c-SC-m"
"187","3413",0.122009358,0.158313445,0.179262795,0.321797932,0.268629011,0.265844604,0.282599099,0.553699284,"Control","Memantine","S/C","c-SC-m"
"188","3413",0.126815541,0.160130719,0.195424837,0.316732026,0.26130719,0.263006536,0.286310821,0.549803922,"Control","Memantine","S/C","c-SC-m"
"189","3413",0.123635346,0.157846715,0.175964546,0.319864442,0.262643379,0.260427529,0.304469534,0.550834202,"Control","Memantine","S/C","c-SC-m"
"190","3413",0.120136446,0.154542799,0.164329535,0.290534619,0.251533742,0.253724803,0.266282912,0.465089103,"Control","Memantine","S/C","c-SC-m"
"191","3413",0.125241054,0.152856934,0.168493351,0.292269472,0.245360222,0.25763554,0.280694236,0.468507964,"Control","Memantine","S/C","c-SC-m"
"192","3413",0.129747188,0.164072427,0.18980305,0.332433291,0.27525413,0.272236341,0.284998329,0.504606099,"Control","Memantine","S/C","c-SC-m"
"193","3413",0.118026316,0.146286812,0.145326504,0.245358515,0.21190781,0.247119078,0.247236842,0.401888604,"Control","Memantine","S/C","c-SC-m"
"194","3413",0.118434874,0.143893591,0.156849197,0.261185006,0.243910865,0.258075661,0.259847689,0.435135602,"Control","Memantine","S/C","c-SC-m"
"195","3413",0.119372719,0.171239541,0.171823312,0.299474606,0.277096711,0.293053123,0.25510342,0.489200234,"Control","Memantine","S/C","c-SC-m"
"196","3419",0.127068825,0.265848375,0.296895307,0.457617329,0.411407942,0.344981949,0.366374243,0.823393502,"Control","Memantine","S/C","c-SC-m"
"197","3419",0.128829827,0.270403718,0.288120825,0.46354923,0.408364798,0.332704037,0.38298265,0.83952948,"Control","Memantine","S/C","c-SC-m"
"198","3419",0.124577327,0.263231588,0.30691683,0.468636236,0.401008121,0.321618594,0.352820787,0.795855503,"Control","Memantine","S/C","c-SC-m"
"199","3419",0.126383652,0.278839472,0.256428075,0.424600417,0.383599722,0.321577484,0.350322345,0.776059764,"Control","Memantine","S/C","c-SC-m"
"200","3419",0.129602174,0.278286923,0.318470215,0.433204089,0.40377159,0.323933733,0.347788485,0.784807896,"Control","Memantine","S/C","c-SC-m"
"201","3419",0.12389808,0.26082661,0.308084966,0.402272353,0.361929853,0.297217191,0.314092501,0.726658982,"Control","Memantine","S/C","c-SC-m"
"202","3419",0.121042831,0.275041736,0.234140234,0.374373957,0.355175292,0.310100167,0.344167936,0.707220367,"Control","Memantine","S/C","c-SC-m"
"203","3419",0.11836527,0.260722122,0.218033114,0.376820267,0.331139038,0.289846399,0.343394947,0.664472372,"Control","Memantine","S/C","c-SC-m"
"204","3419",0.124682365,0.28157474,0.21942446,0.387490008,0.34392486,0.286370903,0.325427749,0.659872102,"Control","Memantine","S/C","c-SC-m"
"205","3419",0.127432517,0.326216216,0.257297297,0.414594595,0.407567568,0.350540541,0.320778406,0.728108108,"Control","Memantine","S/C","c-SC-m"
"206","3419",0.125761075,0.366388309,0.267745303,0.409185804,0.388308977,0.333768267,0.337182448,0.736691023,"Control","Memantine","S/C","c-SC-m"
"207","3419",0.122305141,0.296756889,0.237746891,0.383321141,0.354791514,0.311387466,0.313640133,0.665691295,"Control","Memantine","S/C","c-SC-m"
"208","3419",0.114810282,0.356955381,0.206036745,0.370734908,0.307414698,0.341863517,0.319216646,0.780839895,"Control","Memantine","S/C","c-SC-m"
"209","3419",0.128528975,0.317808219,0.19847793,0.347031963,0.309893455,0.301674277,0.317483903,0.700761035,"Control","Memantine","S/C","c-SC-m"
"210","3419",0.122827898,0.386868064,0.196670777,0.36405672,0.313810111,0.301171393,0.297310164,0.738286067,"Control","Memantine","S/C","c-SC-m"
"211","3420",0.131171246,0.222076789,0.23240256,0.395142525,0.337405468,0.29290285,0.330820078,0.623618383,"Control","Memantine","S/C","c-SC-m"
"212","3420",0.133979773,0.216934307,0.244817518,0.405109489,0.339854015,0.289927007,0.336044208,0.649051095,"Control","Memantine","S/C","c-SC-m"
"213","3420",0.125779732,0.209742896,0.225439783,0.364276049,0.316779432,0.276589986,0.349319971,0.579431664,"Control","Memantine","S/C","c-SC-m"
"214","3420",0.137653921,0.243747735,0.248640812,0.381297572,0.342877854,0.312613266,0.321970188,0.663102573,"Control","Memantine","S/C","c-SC-m"
"215","3420",0.134360672,0.244883303,0.249192101,0.397486535,0.347576302,0.303590664,0.325012736,0.659964093,"Control","Memantine","S/C","c-SC-m"
"216","3420",0.126101607,0.255836265,0.226574992,0.351934762,0.332747042,0.272945315,0.302229134,0.578030061,"Control","Memantine","S/C","c-SC-m"
"217","3420",0.14145586,0.300266904,0.292259786,0.362989324,0.318505338,0.315836299,0.311650318,0.605204626,"Control","Memantine","S/C","c-SC-m"
"218","3420",0.142610795,0.252991812,0.216670166,0.340331724,0.311988243,0.314507663,0.318675634,0.554902372,"Control","Memantine","S/C","c-SC-m"
"219","3420",0.145373696,0.246898515,0.197071385,0.35611145,0.285946715,0.287573724,0.325295023,0.539149888,"Control","Memantine","S/C","c-SC-m"
"220","3420",0.129437707,0.324577861,0.257348343,0.390243902,0.382426517,0.399624765,0.258213892,0.691369606,"Control","Memantine","S/C","c-SC-m"
"221","3420",0.119306821,0.333966445,0.264324153,0.416904084,0.416904084,0.381766382,0.280826483,0.681861349,"Control","Memantine","S/C","c-SC-m"
"222","3420",0.134275618,0.369299553,0.273025335,0.384500745,0.375260805,0.355588674,0.286660777,0.636363636,"Control","Memantine","S/C","c-SC-m"
"223","3420",0.128054741,0.376702509,0.25483871,0.370967742,0.369175627,0.398924731,0.245356794,0.710035842,"Control","Memantine","S/C","c-SC-m"
"224","3420",0.129586777,0.325034106,0.229536153,0.384379263,0.350272851,0.357435198,0.26677686,0.68212824,"Control","Memantine","S/C","c-SC-m"
"225","3420",0.131456954,0.384396152,0.230495191,0.389739936,0.37121482,0.361239758,0.291721854,0.68792305,"Control","Memantine","S/C","c-SC-m"
"226","3500",0.125605425,0.234292063,0.34637699,0.572398469,0.431428219,0.394395754,0.410720052,0.719664239,"Control","Memantine","S/C","c-SC-m"
"227","3500",0.12663959,0.212749183,0.31816646,0.528212637,0.399707174,0.346210159,0.457620348,0.654465593,"Control","Memantine","S/C","c-SC-m"
"228","3500",0.125601926,0.21712116,0.325509147,0.55908411,0.39512139,0.344379243,0.491439272,0.695777241,"Control","Memantine","S/C","c-SC-m"
"229","3500",0.127825213,0.234107847,0.314043548,0.503141897,0.392517902,0.367090457,0.364892014,0.628233231,"Control","Memantine","S/C","c-SC-m"
"230","3500",0.124387358,0.243109151,0.289415656,0.480016538,0.3896086,0.329933848,0.394203143,0.59536935,"Control","Memantine","S/C","c-SC-m"
"231","3500",0.126077958,0.204879401,0.29914056,0.492653174,0.372331577,0.350013862,0.416005519,0.60049903,"Control","Memantine","S/C","c-SC-m"
"232","3500",0.123554675,0.220330325,0.291162949,0.478631023,0.385663204,0.37067938,0.32000881,0.613996254,"Control","Memantine","S/C","c-SC-m"
"233","3500",0.121107266,0.211811652,0.280446927,0.457781325,0.34924182,0.3264166,0.358410537,0.571109338,"Control","Memantine","S/C","c-SC-m"
"234","3500",0.122183218,0.220003247,0.273096282,0.471667478,0.357363208,0.330573145,0.353414109,0.573469719,"Control","Memantine","S/C","c-SC-m"
"235","3500",0.122083333,0.233995585,0.280754566,0.441501104,0.380493679,0.35902067,0.298472222,0.547862733,"Control","Memantine","S/C","c-SC-m"
"236","3500",0.12322807,0.209819716,0.272919064,0.42654392,0.370924434,0.34867664,0.33922807,0.522056003,"Control","Memantine","S/C","c-SC-m"
"237","3500",0.128394711,0.214660667,0.258342707,0.425384327,0.343457068,0.318897638,0.352907721,0.504874391,"Control","Memantine","S/C","c-SC-m"
"238","3500",0.1257592,0.258587325,0.268021287,0.429608128,0.349782293,0.369617804,0.302608074,0.53217223,"Control","Memantine","S/C","c-SC-m"
"239","3500",0.129439337,0.237985213,0.256469501,0.400878004,0.347735675,0.337569316,0.311880296,0.515480591,"Control","Memantine","S/C","c-SC-m"
"240","3500",0.126142596,0.251170412,0.254681648,0.424859551,0.341994382,0.326310861,0.32321755,0.507724719,"Control","Memantine","S/C","c-SC-m"
"241","3503",0.125773053,0.244874423,0.300871348,0.455791902,0.378908252,0.387749872,0.213119311,0.473347002,"Control","Memantine","S/C","c-SC-m"
"242","3503",0.120299699,0.248720711,0.306760032,0.463237274,0.381228117,0.399946135,0.246831454,0.4932669,"Control","Memantine","S/C","c-SC-m"
"243","3503",0.129436176,0.233259075,0.29681562,0.439260909,0.38330494,0.382911807,0.30409273,0.478181103,"Control","Memantine","S/C","c-SC-m"
"244","3503",0.12594773,0.252330226,0.316411451,0.44241012,0.382323569,0.42626498,0.197573811,0.48701731,"Control","Memantine","S/C","c-SC-m"
"245","3503",0.137633039,0.230225989,0.281230383,0.400973007,0.351537979,0.389516635,0.236514145,0.45433145,"Control","Memantine","S/C","c-SC-m"
"246","3503",0.120496215,0.240310078,0.279877261,0.410368217,0.359334625,0.381621447,0.262701815,0.455103359,"Control","Memantine","S/C","c-SC-m"
"247","3503",0.128096677,0.249610288,0.283125487,0.402572097,0.350545596,0.410756041,0.191661631,0.446024942,"Control","Memantine","S/C","c-SC-m"
"248","3503",0.121513229,0.248565209,0.272907184,0.390856917,0.346131011,0.392242232,0.212019634,0.454977241,"Control","Memantine","S/C","c-SC-m"
"249","3503",0.11987002,0.244802798,0.248882844,0.39421022,0.354769769,0.373809986,0.242628475,0.429764912,"Control","Memantine","S/C","c-SC-m"
"250","3503",0.121493925,0.291468168,0.262234734,0.35339974,0.319402339,0.399307059,0.154942253,0.407319186,"Control","Memantine","S/C","c-SC-m"
"251","3503",0.126666667,0.25480878,0.265670966,0.377460964,0.333333333,0.398959041,0.204,0.446028513,"Control","Memantine","S/C","c-SC-m"
"252","3503",0.142410249,0.248495654,0.246712726,0.352574103,0.315132605,0.375975039,0.228362878,0.419879652,"Control","Memantine","S/C","c-SC-m"
"253","3503",0.12748151,0.249856404,0.290637565,0.333141872,0.303848363,0.424181505,0.130206306,0.39603676,"Control","Memantine","S/C","c-SC-m"
"254","3503",0.145772023,0.232564525,0.217462932,0.305052169,0.319055464,0.390993959,0.184029821,0.39785832,"Control","Memantine","S/C","c-SC-m"
"255","3503",0.128942116,0.251513317,0.237590799,0.338680387,0.295096852,0.411924939,0.209181637,0.430387409,"Control","Memantine","S/C","c-SC-m"
"256","362",0.123394209,0.274424721,0.380144642,0.602629849,0.385798817,0.319921105,0.295535032,0.63339908,"Control","Memantine","S/C","c-SC-m"
"257","362",0.127389414,0.267418974,0.371998425,0.597821808,0.376590999,0.338407033,0.295562763,0.673008791,"Control","Memantine","S/C","c-SC-m"
"258","362",0.12598804,0.258109478,0.35694374,0.582108464,0.364546376,0.310314242,0.299127088,0.620501774,"Control","Memantine","S/C","c-SC-m"
"259","362",0.114651982,0.302135174,0.353026168,0.558195537,0.361855836,0.315620485,0.269928681,0.568148981,"Control","Memantine","S/C","c-SC-m"
"260","362",0.118941949,0.263979608,0.353194201,0.551537359,0.358929425,0.317508364,0.260074561,0.61908555,"Control","Memantine","S/C","c-SC-m"
"261","362",0.119128114,0.296701579,0.337189307,0.54244177,0.347506644,0.307800531,0.266903915,0.566671877,"Control","Memantine","S/C","c-SC-m"
"262","362",0.113990826,0.264363428,0.336896354,0.508493987,0.342622638,0.307310555,0.244151376,0.521282688,"Control","Memantine","S/C","c-SC-m"
"263","362",0.11933739,0.26240332,0.321071496,0.504621769,0.34295416,0.309186946,0.243745774,0.520467836,"Control","Memantine","S/C","c-SC-m"
"264","362",0.119780972,0.271665044,0.342356378,0.532229796,0.350730282,0.319182084,0.227013461,0.55248296,"Control","Memantine","S/C","c-SC-m"
"265","362",0.123178609,0.277750124,0.346938776,0.510950722,0.355151817,0.340965655,0.250713535,0.552513688,"Control","Memantine","S/C","c-SC-m"
"266","362",0.131571219,0.277804296,0.345346062,0.484486874,0.36849642,0.335799523,0.229368576,0.5424821,"Control","Memantine","S/C","c-SC-m"
"267","362",0.130362788,0.259737267,0.311823001,0.477068449,0.320811247,0.316432358,0.242510914,0.509794884,"Control","Memantine","S/C","c-SC-m"
"268","362",0.117428268,0.302580645,0.321612903,0.494193548,0.364516129,0.379677419,0.226354942,0.543225806,"Control","Memantine","S/C","c-SC-m"
"269","362",0.123852416,0.291885221,0.317186054,0.480407282,0.342486887,0.378278309,0.218257405,0.527614934,"Control","Memantine","S/C","c-SC-m"
"270","362",0.129576454,0.266997374,0.295302013,0.451998833,0.329734462,0.34986869,0.229361091,0.497519697,"Control","Memantine","S/C","c-SC-m"
"271","364",0.128827312,0.272275232,0.28678941,0.497916947,0.355059804,0.323478027,0.354715248,0.693723962,"Control","Memantine","S/C","c-SC-m"
"272","364",0.129452583,0.275415645,0.290814936,0.513082584,0.370264377,0.326792041,0.352351581,0.711638049,"Control","Memantine","S/C","c-SC-m"
"273","364",0.121767956,0.303265485,0.376921951,0.565236491,0.414409138,0.360960609,0.318453039,0.780348514,"Control","Memantine","S/C","c-SC-m"
"274","364",0.129241048,0.293546263,0.285643727,0.464603227,0.369608166,0.316924597,0.321119115,0.666117879,"Control","Memantine","S/C","c-SC-m"
"275","364",0.126243781,0.285568761,0.296604414,0.499320883,0.352971138,0.328862479,0.328150912,0.683701188,"Control","Memantine","S/C","c-SC-m"
"276","364",0.132670833,0.305354303,0.290687401,0.525357837,0.384520233,0.34387701,0.306833316,0.700653826,"Control","Memantine","S/C","c-SC-m"
"277","364",0.127398001,0.298812253,0.306938946,0.437591165,0.304855178,0.309439467,0.314509592,0.624296728,"Control","Memantine","S/C","c-SC-m"
"278","364",0.126988443,0.300837449,0.275713979,0.450719347,0.303414215,0.31801589,0.318558804,0.64032639,"Control","Memantine","S/C","c-SC-m"
"279","364",0.130063966,0.28642487,0.238963731,0.43357513,0.313782383,0.306528497,0.3054371,0.581554404,"Control","Memantine","S/C","c-SC-m"
"280","364",0.124309392,0.318381026,0.249806651,0.471513277,0.295436968,0.344676463,0.303522099,0.688063934,"Control","Memantine","S/C","c-SC-m"
"281","364",0.126569218,0.335245902,0.264480874,0.466666667,0.356010929,0.33715847,0.306448839,0.642896175,"Control","Memantine","S/C","c-SC-m"
"282","364",0.126992201,0.305193144,0.273983116,0.434893835,0.305960604,0.355845485,0.295015259,0.596060373,"Control","Memantine","S/C","c-SC-m"
"283","364",0.132862352,0.339237466,0.201140799,0.409486641,0.255178625,0.313719604,0.320875114,0.67367157,"Control","Memantine","S/C","c-SC-m"
"284","364",0.125189846,0.30893592,0.209582598,0.420928865,0.257789536,0.300999412,0.303970493,0.68547913,"Control","Memantine","S/C","c-SC-m"
"285","364",0.125764192,0.400558269,0.326587579,0.475575715,0.329378925,0.361828332,0.308296943,0.779832519,"Control","Memantine","S/C","c-SC-m"
"286","365",0.126565992,0.240929571,0.295470714,0.53355466,0.371591179,0.333649514,0.375770299,0.737016837,"Control","Memantine","S/C","c-SC-m"
"287","365",0.126812585,0.246916566,0.309431681,0.539782346,0.376783555,0.339903265,0.376812585,0.747521161,"Control","Memantine","S/C","c-SC-m"
"288","365",0.125574579,0.249231133,0.316773125,0.530754672,0.361249113,0.344570617,0.359336487,0.739176721,"Control","Memantine","S/C","c-SC-m"
"289","365",0.135204307,0.250834664,0.287850196,0.510378865,0.360139353,0.338220351,0.363251258,0.776745536,"Control","Memantine","S/C","c-SC-m"
"290","365",0.130111524,0.255157279,0.284857352,0.506949525,0.366349671,0.339136796,0.349528832,0.776591075,"Control","Memantine","S/C","c-SC-m"
"291","365",0.128187749,0.23979877,0.269843488,0.474147568,0.338177753,0.328395752,0.340760824,0.76020123,"Control","Memantine","S/C","c-SC-m"
"292","365",0.128169663,0.243902439,0.266735859,0.445251687,0.336446981,0.315343366,0.310972799,0.603355821,"Control","Memantine","S/C","c-SC-m"
"293","365",0.124399726,0.267252196,0.242337336,0.460835275,0.310808389,0.316006453,0.302538303,0.630937444,"Control","Memantine","S/C","c-SC-m"
"294","365",0.125241724,0.255691131,0.247678019,0.462939355,0.315789474,0.327627026,0.294391992,0.644144964,"Control","Memantine","S/C","c-SC-m"
"295","365",0.12618475,0.244234405,0.253497164,0.40831758,0.315689981,0.281285444,0.338661763,0.543667297,"Control","Memantine","S/C","c-SC-m"
"296","365",0.123781676,0.274151997,0.253756977,0.46157149,0.324602834,0.322885359,0.337231969,0.614212108,"Control","Memantine","S/C","c-SC-m"
"297","365",0.122884271,0.274968394,0.249051833,0.444795617,0.313316477,0.300463548,0.312095775,0.58259587,"Control","Memantine","S/C","c-SC-m"
"298","365",0.124001597,0.291867241,0.25842412,0.437800861,0.313655941,0.306308589,0.317691693,0.630352166,"Control","Memantine","S/C","c-SC-m"
"299","365",0.126181102,0.323529412,0.294966063,0.498585973,0.370475113,0.340214932,0.311614173,0.700791855,"Control","Memantine","S/C","c-SC-m"
"300","365",0.130681818,0.350146005,0.289354924,0.439076188,0.343243961,0.33660738,0.298197492,0.69046987,"Control","Memantine","S/C","c-SC-m"
"301","3477",0.121155235,0.500222916,0.591618368,0.814979938,0.914578689,0.416228266,0.428592058,0.387873384,"Control","Saline","C/S","c-CS-s"
"302","3477",0.125333075,0.50948213,0.58980671,0.840444931,0.956236324,0.442469001,0.414417906,0.411834427,"Control","Saline","C/S","c-CS-s"
"303","3477",0.118600009,0.528237986,0.598901602,0.88604119,0.974645309,0.46590389,0.361648795,0.415011442,"Control","Saline","C/S","c-CS-s"
"304","3477",0.117713997,0.472190035,0.544843569,0.726998841,0.794090382,0.417149479,0.389429764,0.40023175,"Control","Saline","C/S","c-CS-s"
"305","3477",0.124239351,0.457975003,0.512785231,0.730650155,0.800825593,0.421167297,0.368027383,0.384015595,"Control","Saline","C/S","c-CS-s"
"306","3477",0.117050971,0.478888232,0.5421644,0.78048492,0.843287995,0.462093436,0.340109223,0.404730928,"Control","Saline","C/S","c-CS-s"
"307","3477",0.1074142,0.443515989,0.414108951,0.606138518,0.637473887,0.39225454,0.347043926,0.363972361,"Control","Saline","C/S","c-CS-s"
"308","3477",0.115453537,0.444152862,0.444972938,0.627357717,0.70608496,0.414630146,0.332110248,0.38543546,"Control","Saline","C/S","c-CS-s"
"309","3477",0.105917703,0.451585552,0.462777684,0.683567916,0.715448533,0.460742751,0.294967031,0.405121248,"Control","Saline","C/S","c-CS-s"
"310","3477",0.115017105,0.466596859,0.451308901,0.647748691,0.729424084,0.429109948,0.355078448,0.369005236,"Control","Saline","C/S","c-CS-s"
"311","3477",0.110853969,0.475502513,0.46461474,0.637562814,0.72340871,0.443467337,0.328627632,0.40221943,"Control","Saline","C/S","c-CS-s"
"312","3477",0.108086918,0.517590057,0.466189172,0.66231304,0.727617443,0.464293238,0.281025986,0.391405098,"Control","Saline","C/S","c-CS-s"
"313","3477",0.104873352,0.450026302,0.398474487,0.550762756,0.629668595,0.402419779,0.341727152,0.35770647,"Control","Saline","C/S","c-CS-s"
"314","3477",0.104612251,0.468230952,0.408647509,0.567888215,0.65357237,0.432902716,0.333187836,0.360137095,"Control","Saline","C/S","c-CS-s"
"315","3477",0.100864145,0.471406491,0.431478619,0.560793405,0.639876352,0.44384338,0.292109364,0.376867594,"Control","Saline","C/S","c-CS-s"
"316","3478",0.125227538,0.340283786,0.44583838,0.719069043,0.504758609,0.42386226,0.527747958,0.338034262,"Control","Saline","C/S","c-CS-s"
"317","3478",0.132908002,0.352746871,0.427416551,0.723226704,0.521905424,0.440716273,0.512686894,0.352573018,"Control","Saline","C/S","c-CS-s"
"318","3478",0.128738922,0.346157256,0.456785746,0.750731318,0.512188636,0.479833348,0.472581241,0.369470792,"Control","Saline","C/S","c-CS-s"
"319","3478",0.127771719,0.318294263,0.366238662,0.589233125,0.430203793,0.405348098,0.480370774,0.323006243,"Control","Saline","C/S","c-CS-s"
"320","3478",0.132967368,0.320636051,0.385190459,0.60674024,0.427791622,0.419959653,0.452820982,0.326688027,"Control","Saline","C/S","c-CS-s"
"321","3478",0.12854157,0.317215855,0.377387775,0.63061127,0.436962751,0.449379179,0.409777055,0.343481375,"Control","Saline","C/S","c-CS-s"
"322","3478",0.116388064,0.330653266,0.353194544,0.544867193,0.39971285,0.382483848,0.420793626,0.305814788,"Control","Saline","C/S","c-CS-s"
"323","3478",0.121545274,0.322011469,0.344949272,0.574180268,0.419791207,0.433759741,0.399526645,0.344949272,"Control","Saline","C/S","c-CS-s"
"324","3478",0.115791795,0.310822637,0.346266044,0.565781797,0.414089848,0.431592765,0.351051316,0.325116686,"Control","Saline","C/S","c-CS-s"
"325","3478",0.10615128,0.333149577,0.362734289,0.489893422,0.427783903,0.356486586,0.436672226,0.290885704,"Control","Saline","C/S","c-CS-s"
"326","3478",0.107801558,0.322524407,0.331241283,0.480299861,0.391562064,0.346582985,0.437123977,0.283821478,"Control","Saline","C/S","c-CS-s"
"327","3478",0.102964427,0.331617647,0.362683824,0.512683824,0.43125,0.367463235,0.424407115,0.303492647,"Control","Saline","C/S","c-CS-s"
"328","3478",0.107056652,0.379546872,0.339014758,0.494907504,0.425067554,0.346289753,0.422121255,0.290376221,"Control","Saline","C/S","c-CS-s"
"329","3478",0.099632041,0.334446764,0.344676409,0.482463466,0.427348643,0.366388309,0.411406736,0.291858038,"Control","Saline","C/S","c-CS-s"
"330","3478",0.102180419,0.345954893,0.342437409,0.484998965,0.40306228,0.368508173,0.412141941,0.300020691,"Control","Saline","C/S","c-CS-s"
"331","3479",0.119734548,0.382563173,0.487969395,0.659720125,0.572032619,0.326386792,0.487092964,0.312594382,"Control","Saline","C/S","c-CS-s"
"332","3479",0.118886212,0.375808216,0.475678902,0.644086342,0.540535164,0.331841241,0.464563841,0.308365662,"Control","Saline","C/S","c-CS-s"
"333","3479",0.116487354,0.400759832,0.486394907,0.686928843,0.559811069,0.343053702,0.459189996,0.32611151,"Control","Saline","C/S","c-CS-s"
"334","3479",0.120012372,0.348843122,0.428426138,0.566742944,0.484235952,0.319349097,0.42553356,0.30129672,"Control","Saline","C/S","c-CS-s"
"335","3479",0.115554877,0.349889193,0.414939382,0.574240647,0.487811237,0.336331639,0.434895436,0.313257724,"Control","Saline","C/S","c-CS-s"
"336","3479",0.113893995,0.379132505,0.429251521,0.622586617,0.50899233,0.341311822,0.416283701,0.316847395,"Control","Saline","C/S","c-CS-s"
"337","3479",0.117049114,0.355461086,0.396337475,0.571942446,0.467789405,0.329627207,0.397242351,0.312459124,"Control","Saline","C/S","c-CS-s"
"338","3479",0.115483235,0.359090909,0.384090909,0.559090909,0.480357143,0.333116883,0.388560158,0.307142857,"Control","Saline","C/S","c-CS-s"
"339","3479",0.113758189,0.374737861,0.408775609,0.53395709,0.464429747,0.336505888,0.368572563,0.309566059,"Control","Saline","C/S","c-CS-s"
"340","3479",0.122659781,0.409903202,0.487527923,0.6591586,0.575577066,0.347356664,0.37908328,0.34977662,"Control","Saline","C/S","c-CS-s"
"341","3479",0.115365176,0.423892465,0.479742522,0.633661492,0.606399091,0.357251041,0.362901188,0.351950019,"Control","Saline","C/S","c-CS-s"
"342","3479",0.113827253,0.426369545,0.494150418,0.628040854,0.56545961,0.362859796,0.366177761,0.360445682,"Control","Saline","C/S","c-CS-s"
"343","3479",0.113706407,0.453873022,0.520854736,0.687076228,0.58783645,0.340867064,0.340957015,0.399219232,"Control","Saline","C/S","c-CS-s"
"344","3479",0.118836292,0.449672927,0.526693395,0.681367377,0.594851234,0.387423507,0.3578238,0.420974889,"Control","Saline","C/S","c-CS-s"
"345","3479",0.113993838,0.438237774,0.51306914,0.712689713,0.630269815,0.360666105,0.347819037,0.419477234,"Control","Saline","C/S","c-CS-s"
"346","3480",0.120263893,0.290084388,0.389727361,0.647760467,0.746186303,0.355566375,0.400284052,0.339824732,"Control","Saline","C/S","c-CS-s"
"347","3480",0.124920793,0.288288288,0.389434889,0.658394758,0.724897625,0.367813268,0.394858333,0.341769042,"Control","Saline","C/S","c-CS-s"
"348","3480",0.115538194,0.327575227,0.387995542,0.634532718,0.744785862,0.366342939,0.387586806,0.332351536,"Control","Saline","C/S","c-CS-s"
"349","3480",0.118988312,0.272213501,0.333437991,0.542124542,0.531135531,0.341496599,0.348342594,0.300156986,"Control","Saline","C/S","c-CS-s"
"350","3480",0.116597485,0.288184438,0.324310416,0.542301359,0.52562783,0.339645945,0.347252339,0.297756278,"Control","Saline","C/S","c-CS-s"
"351","3480",0.114104596,0.281120761,0.332816377,0.543010753,0.529776675,0.347084367,0.35468731,0.297146402,"Control","Saline","C/S","c-CS-s"
"352","3480",0.115942029,0.236194363,0.288483612,0.455554139,0.426476215,0.336309144,0.305562303,0.284657569,"Control","Saline","C/S","c-CS-s"
"353","3480",0.10286033,0.23183304,0.29067136,0.472592406,0.4204174,0.330274076,0.314795634,0.27206437,"Control","Saline","C/S","c-CS-s"
"354","3480",0.115438216,0.238670695,0.294436052,0.462613293,0.420317221,0.336983887,0.30682874,0.280337362,"Control","Saline","C/S","c-CS-s"
"355","3480",0.112497484,0.226009911,0.284727437,0.440006007,0.445562397,0.334584772,0.290601731,0.26100015,"Control","Saline","C/S","c-CS-s"
"356","3480",0.112697448,0.220514381,0.286105616,0.449398874,0.446050829,0.318977325,0.299513973,0.263734591,"Control","Saline","C/S","c-CS-s"
"357","3480",0.116771551,0.226271943,0.284736686,0.442576614,0.440642666,0.318208866,0.307561682,0.262719429,"Control","Saline","C/S","c-CS-s"
"358","3480",0.101240695,0.239441931,0.267156863,0.391402715,0.38178733,0.312594268,0.280645161,0.266779789,"Control","Saline","C/S","c-CS-s"
"359","3480",0.099818731,0.204477612,0.252985075,0.395522388,0.389365672,0.3125,0.281087613,0.261940299,"Control","Saline","C/S","c-CS-s"
"360","3480",0.107281553,0.201548958,0.253180896,0.390374332,0.37470035,0.311451226,0.279975728,0.262954084,"Control","Saline","C/S","c-CS-s"
"361","3484",0.114036058,2.133415747,2.480315709,2.48868391,3.289273488,0.386268543,0.442373631,0.353081019,"Control","Saline","C/S","c-CS-s"
"362","3484",0.110111867,1.910772076,2.023023578,2.519463708,2.727508091,0.371151179,0.441270015,0.338881184,"Control","Saline","C/S","c-CS-s"
"363","3484",0.112801852,1.940375891,2.335802241,2.539024164,2.91639663,0.395796685,0.450490683,0.341449866,"Control","Saline","C/S","c-CS-s"
"364","3484",0.109252038,1.823711596,2.109390486,1.913652131,2.806863231,0.368434093,0.388231124,0.334985134,"Control","Saline","C/S","c-CS-s"
"365","3484",0.107044897,1.583263398,2.017503896,2.003237022,2.681932622,0.356432082,0.375342861,0.323102745,"Control","Saline","C/S","c-CS-s"
"366","3484",0.108948864,1.754326074,2.017304297,2.072160094,2.33184226,0.366450853,0.372940341,0.321836374,"Control","Saline","C/S","c-CS-s"
"367","3484",0.104807961,1.70952381,1.539047619,1.635396825,2.487777778,0.336190476,0.343160048,0.342063492,"Control","Saline","C/S","c-CS-s"
"368","3484",0.101731399,1.662267081,1.717857143,1.699689441,2.467236025,0.332763975,0.349929808,0.291614907,"Control","Saline","C/S","c-CS-s"
"369","3484",0.105150414,1.575165277,1.773210693,1.498850244,2.331848232,0.3190572,0.342367514,0.280252946,"Control","Saline","C/S","c-CS-s"
"370","3484",0.090310036,1.881639481,1.575491426,1.997281472,2.570054371,0.377457131,0.276331425,0.347344207,"Control","Saline","C/S","c-CS-s"
"371","3484",0.095174263,1.590529248,1.909072821,1.615996817,2.533824115,0.356545961,0.316689008,0.321727019,"Control","Saline","C/S","c-CS-s"
"372","3484",0.095172572,1.768804434,1.875890736,1.954473476,2.441607284,0.392319873,0.338722624,0.323238321,"Control","Saline","C/S","c-CS-s"
